id_cliente;nombre;sexo;fecha_nacimiento;distrito;region;fecha_alta;segmento_programa
1150;Emilia Rojas Chávez;F;1992-10-16;Ate;Lima;2024-01-26;Bronce
1151;ASUNCIÓN AGUIRRE CALLE;F;1978-08-14;Paita;Piura;2024-01-26;No afiliado
1152;ainhoa rojas palacios;F;1981-01-05;Cerro Colorado;Arequipa;2024-01-26;No afiliado
1153;Romana Delgado Palomino;F;1978-07-11;San Jerónimo;Cusco;2024-01-26;No afiliado
1154;Oscar Estrella Bustos;M;1977-05-04;La Esperanza;La Libertad;2024-01-26;Bronce
1155;Anastasia Portilla Padilla;F;2001-10-21;Comas;Lima;2024-01-26;Bronce
1156;bianca ugarte valenzuela;F;1965-09-11;Trujillo;La Libertad;2024-01-26;No afiliado
1157;Trinidad Campos Meneses;F;1977-04-22;Paucarpata;Arequipa;2024-01-26;Bronce
1158;Laura Galarza Amaya;F;1966-02-06;Comas;Lima;2024-01-26;Plata
1159;víctor delgado rojas;M;1980-12-13;San Juan de Lurigancho;Lima;2024-01-26;Oro
1160;Gloria Alvarado Bello;F;1981-12-23;Cerro Colorado;Arequipa;2024-01-26;No afiliado
1161;Juana Del Carpio Zapata;F;2001-03-07;Los Olivos;Lima;2024-01-26;Bronce
1162;teodora araujo pizarro;F;2007-06-24;Víctor Larco Herrera;La Libertad;2024-01-26;No afiliado
1163;Marcial Gálvez Solano;M;1963-05-26;El Porvenir;La Libertad;2024-01-26;Plata
1164;Feliciana Navarrete Villafuerte;F;1978-07-26;San Juan de Lurigancho;Lima;2024-01-26;Plata
1165;ARTURO CHÁVEZ VILLALBA;M;2001-06-21;José Luis Bustamante y Rivero;Arequipa;2024-01-26;Bronce
1166;Aarón Quijano Guerrero;M;1962-03-20;Pimentel;Lambayeque;2024-01-26;Bronce
1167;ARIADNA RAMÍREZ RIVERA;F;2006-01-20;Cusco;Cusco;2024-01-26;No afiliado
1168;tomasa matías gálvez;F;2000-10-26;San Jerónimo;Cusco;2024-01-26;Bronce
1169;Micaela Bustos Cruz;F;1979-12-27;San Juan de Lurigancho;Lima;2024-01-26;No afiliado
1170;Erik Del Carpio Carranza;M;1956-12-26;San Juan de Lurigancho;Lima;2024-01-26;Bronce
1171;Julia Rivera Bello;F;2002-01-28;Iquitos;Loreto;2024-01-27;Bronce
1172;ARANTXA CHÁVEZ CARRANZA;F;1957-10-01;San Miguel;Lima;2024-01-27;Bronce
1173;Arantxa Ramírez Mejía;F;1995-12-02;Santiago de Surco;Lima;2024-01-27;Bronce
1174;Ildefonsa Velásquez Portilla;F;2005-01-06;San Juan de Lurigancho;Lima;2024-01-27;No afiliado
1175;rodrigo rojas rivera;M;1960-10-05;San Sebastián;Cusco;2024-01-27;No afiliado
1176;Adela Pizarro Gálvez;F;1959-06-04;Paucarpata;Arequipa;2024-01-27;Bronce
1177;vicenta machuca mejía;F;1994-12-31;Comas;Lima;2024-01-27;No afiliado
1178;Eustaquio Reyna Villalobos;M;1978-07-21;El Porvenir;La Libertad;2024-01-27;Bronce
1179;Ventura Araujo Benites;M;2001-05-31;La Victoria;Lambayeque;2024-01-27;No afiliado
1180;ROMUALDO ORDOÑEZ MANRIQUE;M;2007-01-03;El Tambo;Junín;2024-01-27;Bronce
1181;ELSA MATÍAS LÓPEZ;F;1988-02-22;El Porvenir;La Libertad;2024-01-27;Bronce
1182;Salud Valenzuela Campos;F;1997-05-08;Punchana;Loreto;2024-01-27;No afiliado
1183;Concepción Martínez Riveros;F;1993-10-15;San Sebastián;Cusco;2024-01-27;Bronce
1184;Bautista Benites Allcca;M;1985-10-24;Catacaos;Piura;2024-01-27;No afiliado
1185;eloísa valverde benavides;F;1948-10-04;San Juan Bautista;Loreto;2024-01-27;No afiliado
1186;Romualdo Zambrano Estrella;M;1991-10-11;Víctor Larco Herrera;La Libertad;2024-01-27;Bronce
1187;JOSEFA CRUZ ARCE;F;1978-08-18;Punchana;Loreto;2024-01-27;No afiliado
1188;Laura Montes Villafuerte;F;1977-12-03;Santiago;Cusco;2024-01-27;Plata
1189;Carlos Coronado Mora;M;1975-10-23;Comas;Lima;2024-01-27;No afiliado
1190;Benjamín Avendaño Sánchez;M;1982-04-16;Pariñas;Piura;2024-01-27;Bronce
1191;Filomena Delgado Vargas;F;1978-07-29;Cusco;Cusco;2024-01-27;No afiliado
1192;Matías Guerrero Muñoz;M;1996-10-26;Ate;Lima;2024-01-27;No afiliado
1193;Agustín Chacón Cruz;M;1999-08-09;Yurimaguas;Loreto;2024-01-27;Plata
1194;Lucrecia Velásquez Ríos;F;2002-02-25;Iquitos;Loreto;2024-01-27;No afiliado
1195;tomasa acuña trujillo;F;1977-06-29;Paita;Piura;2024-01-27;Plata
1196;Mario Montes Muñiz;M;1998-02-13;Chiclayo;Lambayeque;2024-01-27;Bronce
1197;Emilio Tejada Gallo;M;2003-09-24;Castilla;Piura;2024-01-27;Bronce
1198;Filiberto Benavides Chávez;M;1959-01-08;Veintiséis de Octubre;Piura;2024-01-27;Bronce
1199;ANASTASIA MERINO FARRO;F;1986-05-01;Wanchaq;Cusco;2024-01-27;Oro
1200;Martín Estrella Estrella;M;2005-07-18;San Borja;Lima;2024-01-27;Bronce
1201;Ulises Vargas Zambrano;M;1974-03-07;José Leonardo Ortiz;Lambayeque;2024-01-27;No afiliado
1202;Javier Zapata Mendoza;M;1994-10-11;San Juan de Lurigancho;Lima;2024-01-27;No afiliado
1203;Marisa Dávila Velásquez;F;1978-05-09;Paita;Piura;2024-01-27;Bronce
1204;alejandrina cáceres martínez;F;2006-01-04;José Luis Bustamante y Rivero;Arequipa;2024-01-27;Bronce
1205;Gabriela Villalobos Portilla;F;1948-01-28;San Juan de Lurigancho;Lima;2024-01-27;Bronce
1206;MARTINA RAMÍREZ VALVERDE;F;1974-05-19;San Martín de Porres;Lima;2024-01-27;Bronce
1207;Celso Solano Gálvez;M;1995-12-05;Catacaos;Piura;2024-01-27;Plata
1208;virginia paredes calle;F;1951-03-09;San Martín de Porres;Lima;2024-01-27;No afiliado
1209;Aníbal Aguilar Obando;M;1992-08-23;Iquitos;Loreto;2024-01-27;Bronce
1210;Bernarda Llerena Campos;F;1951-07-07;Chilca;Junín;2024-01-27;No afiliado
1211;fortunato ruiz gamarra;M;2006-08-14;Trujillo;La Libertad;2024-01-27;No afiliado
1212;Fidela Valenzuela Hurtado;F;2003-07-16;Piura;Piura;2024-01-27;Bronce
1213;Sol Delgado Palomino;F;2002-03-26;Ate;Lima;2024-01-27;Bronce
1214;Damián Carranza Ortega;M;1974-02-14;San Juan de Lurigancho;Lima;2024-01-27;Bronce
1215;Gabriela Portilla Delgado;F;1985-10-14;Punchana;Loreto;2024-01-27;Plata
1216;Isaac Portilla Escobar;M;1999-02-05;San Juan de Lurigancho;Lima;2024-01-28;No afiliado
1217;Emilia Lozano Obando;F;1955-04-14;San Juan de Lurigancho;Lima;2024-01-28;Oro
1218;victoria calle cruz;F;1964-05-15;Veintiséis de Octubre;Piura;2024-01-28;Bronce
1219;Felicidad Ortega Cruz;F;2005-03-04;San Sebastián;Cusco;2024-01-28;Bronce
1220;Juana Zambrano Muñiz;F;2001-03-17;Sullana;Piura;2024-01-28;Bronce
1221;Ariadna Delgado Del Carpio;F;1954-04-29;Veintiséis de Octubre;Piura;2024-01-28;Bronce
1222;Clodomiro Sánchez Serna;M;1999-04-05;Santiago de Surco;Lima;2024-01-28;No afiliado
1223;Avelino Montoya Yupanqui;M;1996-07-19;San Martín de Porres;Lima;2024-01-28;Bronce
1224;Celso Domínguez Chávez;M;1979-12-13;El Porvenir;La Libertad;2024-01-28;Bronce
1225;Violeta Palacios Velásquez;F;1972-09-08;Víctor Larco Herrera;La Libertad;2024-01-28;Bronce
1226;Pilar Gómez Ríos;F;1988-12-20;Trujillo;La Libertad;2024-01-28;No afiliado
1227;Orestes Trejo Palacios;M;1987-09-01;Chiclayo;Lambayeque;2024-01-28;No afiliado
1228;Luisa Llanos Paredes;F;1941-06-02;La Esperanza;La Libertad;2024-01-28;No afiliado
1229;AZUCENA NAVARRETE VARGAS;F;1973-08-28;Huancán;Junín;2024-01-28;Bronce
1230;rubén montes chávez;M;1969-01-23;Chiclayo;Lambayeque;2024-01-28;Bronce
1231;PRUDENCIA DELGADO ARCE;F;1987-07-13;San Jerónimo;Cusco;2024-01-28;Bronce
1232;Victoria Rivera Chávez;F;1985-04-19;Paita;Piura;2024-01-28;Bronce
1233;Oihane Pizarro Navarrete;F;1996-09-07;Reque;Lambayeque;2024-01-28;Bronce
1234;César Portilla Requejo;M;2004-12-20;El Tambo;Junín;2024-01-28;Plata
1235;Erika Mejía Meneses;F;2007-04-10;Castilla;Piura;2024-01-28;Plata
1236;Romualdo Serna Velarde;M;1946-08-08;Piura;Piura;2024-01-28;Plata
1237;Héctor Quispe Obando;M;1946-05-22;Moche;La Libertad;2024-01-28;No afiliado
1238;SINFOROSO BENAVIDES SANTOS;M;1979-05-08;Comas;Lima;2024-01-28;Bronce
1239;Teofila Ortega Villalba;F;1999-10-22;Comas;Lima;2024-01-28;Oro
1240;CLAUDIA TORRICO YUPANQUI;F;1975-05-06;San Martín de Porres;Lima;2024-01-28;No afiliado
1241;Arturo Reyna López;M;2006-10-31;Lima;Lima;2024-01-28;No afiliado
1242;AARÓN REQUEJO DÁVILA;M;2002-06-26;Cerro Colorado;Arequipa;2024-01-28;Bronce
1243;moisés ordoñez machuca;M;1990-09-15;Huancayo;Junín;2024-01-28;Bronce
1244;Susana Vega Manrique;F;1984-11-03;José Luis Bustamante y Rivero;Arequipa;2024-01-28;Bronce
1245;lorena valverde rojas;F;1981-12-12;San Juan Bautista;Loreto;2024-01-28;Bronce
1246;PASTORA GALARZA PACHECO;F;2005-03-29;Ate;Lima;2024-01-28;No afiliado
1247;Susana Campos Zambrano;F;1950-03-12;El Porvenir;La Libertad;2024-01-28;Plata
1248;Ruperto Aguirre Valverde;M;1999-08-15;El Tambo;Junín;2024-01-28;Bronce
1249;Eutiquio Benavides Paredes;M;1951-11-02;Santiago;Cusco;2024-01-28;Bronce
1250;Javier Chávez Gallo;M;1984-04-30;Víctor Larco Herrera;La Libertad;2024-01-28;Bronce
1251;marciano chávez rojas;M;1953-02-01;Yurimaguas;Loreto;2024-01-28;No afiliado
1252;Eustaquio Rivera Ojeda;M;2007-12-17;Florencia de Mora;La Libertad;2024-01-28;No afiliado
1253;Jesús Trujillo Sierra;M;1986-09-10;Trujillo;La Libertad;2024-01-28;Plata
1254;Nerea López Estrella;F;1949-10-31;Sullana;Piura;2024-01-28;Bronce
1255;Ursula Velásquez Ramírez;F;2007-03-17;Cerro Colorado;Arequipa;2024-01-28;Bronce
1256;Rita Gallo Palacios;F;1949-05-25;Socabaya;Arequipa;2024-01-28;No afiliado
1257;otilia yañez vargas;F;1958-09-22;Paucarpata;Arequipa;2024-01-28;Plata
1258;brayan manrique chambi;M;2003-03-26;San Juan de Lurigancho;Lima;2024-01-28;Oro
1259;eufrasia portilla gamarra;F;1987-07-22;Miraflores;Lima;2024-01-28;No afiliado
1260;Rafaela Villafuerte Rosales;F;1991-02-23;Yurimaguas;Loreto;2024-01-28;Bronce
1261;Crispina Padilla Del Carpio;F;1979-12-27;Chiclayo;Lambayeque;2024-01-29;Bronce
1262;Violeta Vásquez Ramírez;F;1983-08-26;Cerro Colorado;Arequipa;2024-01-29;Bronce
1263;Esperanza Chávez Chávez;F;1981-06-25;Comas;Lima;2024-01-29;No afiliado
1264;Prudencia Palacios Sánchez;F;1984-06-19;Paucarpata;Arequipa;2024-01-29;Bronce
1265;Rocío Torrico Rivera;F;1978-05-03;Huanchaco;La Libertad;2024-01-29;No afiliado
1266;Toribio Paredes Mora;M;1963-03-02;El Tambo;Junín;2024-01-29;Bronce
1267;Claudia Cruz Rojas;F;1959-04-29;Arequipa;Arequipa;2024-01-29;Bronce
1268;Lorena Reyna Santos;F;1996-04-26;Iquitos;Loreto;2024-01-29;No afiliado
1269;Carlos González Navarrete;M;1973-10-20;Ate;Lima;2024-01-29;No afiliado
1270;Alonso Estrella Ramírez;M;1996-05-08;Huanchaco;La Libertad;2024-01-29;No afiliado
1271;Alba García Valverde;F;1989-12-22;Lima;Lima;2024-01-29;Plata
1272;Teodora Rivera Allcca;F;1951-05-15;Cusco;Cusco;2024-01-29;Bronce
1273;JUANA MONTALVO REYNA;F;1996-07-23;Villa El Salvador;Lima;2024-01-29;Oro
1274;Agustín García Ríos;M;2003-10-28;Paucarpata;Arequipa;2024-01-29;No afiliado
1275;Marisa Maldonado Reyna;F;2007-01-29;Lambayeque;Lambayeque;2024-01-29;No afiliado
1276;Moisés Requejo Portilla;M;1973-05-09;Cerro Colorado;Arequipa;2024-01-29;No afiliado
1277;Lucrecia Reyna Ramírez;F;1957-06-09;Miraflores;Lima;2024-01-29;Bronce
1278;Braulio Llerena Del Carpio;M;1970-11-09;Santiago;Cusco;2024-01-29;Bronce
1279;Samuel Cornejo Zavala;M;1989-06-12;Belén;Loreto;2024-01-29;Bronce
1280;tamara mora escalante;F;1980-08-23;El Porvenir;La Libertad;2024-01-29;No afiliado
1281;Alba Medina Delgado;F;1962-01-27;Wanchaq;Cusco;2024-01-29;Bronce
1282;Anastasia Portilla Salgado;F;1948-01-12;Cayma;Arequipa;2024-01-29;No afiliado
1283;HERIBERTO PORTILLA LOZANO;M;1982-02-16;Wanchaq;Cusco;2024-01-29;Bronce
1284;gisela manrique chávez;F;1975-03-26;Cusco;Cusco;2024-01-29;No afiliado
1285;Mario Serna Cruz;M;1989-04-11;San Juan de Lurigancho;Lima;2024-01-29;Plata
1286;Asunción Tejada Montoya;F;1947-03-05;Trujillo;La Libertad;2024-01-29;Bronce
1287;Soraya Manrique Chávez;F;1990-10-04;Cerro Colorado;Arequipa;2024-01-29;No afiliado
1288;Amparo Palacios Dávila;F;2004-10-17;San Martín de Porres;Lima;2024-01-29;Oro
1289;Elena Figueroa Arias;F;1987-05-10;Lima;Lima;2024-01-29;Plata
1290;Sandra Sánchez Suárez;F;1981-08-08;Chiclayo;Lambayeque;2024-01-29;No afiliado
1291;ruperto quijano cruz;M;2000-03-11;Trujillo;La Libertad;2024-01-29;Plata
1292;Marciano Velásquez Chávez;M;1977-02-20;Paita;Piura;2024-01-29;Bronce
1293;Eusebia Arce Carranza;F;1994-04-29;La Esperanza;La Libertad;2024-01-29;Plata
1294;Jesús Escobar García;M;1979-09-26;San Juan de Lurigancho;Lima;2024-01-29;Bronce
1295;Gema Aguirre Trejo;F;1986-01-30;Punchana;Loreto;2024-01-29;No afiliado
1296;ROSA VILCHEZ GÁLVEZ;F;1963-12-01;José Leonardo Ortiz;Lambayeque;2024-01-29;No afiliado
1297;Aurelio Ojeda Requejo;M;1980-10-24;Víctor Larco Herrera;La Libertad;2024-01-29;No afiliado
1298;Laura Torres Dávila;F;2006-10-29;Piura;Piura;2024-01-29;No afiliado
1299;Vega Rosales Zambrano;F;1979-10-12;Comas;Lima;2024-01-29;Plata
1300;rafaela gálvez zapata;F;1976-04-15;San Juan Bautista;Loreto;2024-01-29;Plata
1301;Mauricio Pizarro Villalobos;M;1981-01-11;San Juan de Lurigancho;Lima;2024-01-29;Bronce
1302;Isaac Macedo Coronado;M;1980-07-23;Sullana;Piura;2024-01-29;No afiliado
1303;ESTEFANÍA ZAVALA NIETO;F;1988-08-16;San Jerónimo;Cusco;2024-01-29;No afiliado
1304;Sara Santos Meneses;F;1970-06-29;San Miguel;Lima;2024-01-29;Bronce
1305;Violeta Callirgos Reyna;F;1999-11-09;San Juan de Lurigancho;Lima;2024-01-29;Bronce
1306;Eustaquio Rojas Chávez;M;1988-06-26;Lambayeque;Lambayeque;2024-01-30;Plata
1307;Apolonio González Arias;M;1978-01-13;Miraflores;Lima;2024-01-30;Bronce
1308;Jacobo Carranza Chávez;M;2006-02-05;Víctor Larco Herrera;La Libertad;2024-01-30;No afiliado
1309;Aurora Vega Ojeda;F;1982-11-12;Villa El Salvador;Lima;2024-01-30;Plata
1310;Gisela Matías Sanabria;F;2002-02-20;Belén;Loreto;2024-01-30;Plata
1311;Esteban Ríos Villafuerte;M;1964-02-04;Piura;Piura;2024-01-30;Plata
1312;José Medina Requejo;M;2001-03-18;San Miguel;Lima;2024-01-30;Bronce
1313;soraya trejo delgado;F;2007-02-20;Poroy;Cusco;2024-01-30;Bronce
1314;Zenón Rodríguez Montes;M;1952-02-11;Jesús María;Lima;2024-01-30;No afiliado
1315;Eutiquio Torrico Santos;M;1979-05-29;Cerro Colorado;Arequipa;2024-01-30;No afiliado
1316;EUFEMIA CABELLO ESCOBAR;F;1977-11-09;Paucarpata;Arequipa;2024-01-30;Bronce
1317;Susana Maldonado Aguirre;F;1963-03-10;Villa El Salvador;Lima;2024-01-30;No afiliado
1318;aniceto santos quijano;M;1951-02-21;El Tambo;Junín;2024-01-30;Plata
1319;Martina Campos Palacios;F;1947-07-14;El Porvenir;La Libertad;2024-01-30;Bronce
1320;Luis Medina Ordoñez;M;1955-11-21;Santiago de Surco;Lima;2024-01-30;Bronce
1321;BERTA MUÑIZ CRUZ;F;1989-04-30;Huanchaco;La Libertad;2024-01-30;No afiliado
1322;CEFERINO HURTADO NAVARRETE;M;1987-01-18;San Juan de Lurigancho;Lima;2024-01-30;No afiliado
1323;ALEJANDRINA ARCE ORDÓÑEZ;F;1948-09-10;San Martín de Porres;Lima;2024-01-30;Bronce
1324;Reme Trujillo Gutiérrez;F;1952-08-20;El Porvenir;La Libertad;2024-01-30;Bronce
1325;María Rivera Velásquez;F;1939-06-03;San Juan de Lurigancho;Lima;2024-01-30;No afiliado
1326;Vicenta Rodríguez Portilla;F;1969-06-20;Belén;Loreto;2024-01-30;Plata
1327;Magdalena García Benites;F;1989-12-01;Wanchaq;Cusco;2024-01-30;Oro
1328;Hugo Ugarte Ortega;M;2001-09-06;Ate;Lima;2024-01-30;No afiliado
1329;Blanca Arroyo Galarza;F;1985-12-29;San Martín de Porres;Lima;2024-01-30;Bronce
1330;Martín Matías Villalobos;M;1991-07-29;Trujillo;La Libertad;2024-01-30;No afiliado
1331;genoveva hurtado pacheco;F;1992-11-30;San Juan de Lurigancho;Lima;2024-01-30;No afiliado
1332;Ponciano Villalba Vilchez;M;2002-07-29;Los Olivos;Lima;2024-01-30;Bronce
1333;WILFREDO SANABRIA CALLE;M;1994-11-02;La Esperanza;La Libertad;2024-01-30;No afiliado
1334;Aarón Hurtado Mora;M;1999-08-27;Socabaya;Arequipa;2024-01-30;Bronce
1335;Joel Medina Tejada;M;2005-08-09;José Leonardo Ortiz;Lambayeque;2024-01-30;Bronce
1336;Francisca Salgado Rosales;F;1979-09-12;Paucarpata;Arequipa;2024-01-30;Bronce
1337;marcial loayza velásquez;M;1985-01-17;San Martín de Porres;Lima;2024-01-30;Bronce
1338;Fátima Trujillo Matías;F;1989-03-05;Villa El Salvador;Lima;2024-01-30;Oro
1339;Celso Hurtado Rivera;M;1978-01-06;Ate;Lima;2024-01-30;Oro
1340;Eufemia Rivera Del Carpio;F;1983-07-31;José Luis Bustamante y Rivero;Arequipa;2024-01-30;No afiliado
1341;Francisca Vidal Palacios;F;1992-09-07;Veintiséis de Octubre;Piura;2024-01-30;No afiliado
1342;Aarón Moreno Pizarro;M;1983-03-25;San Juan de Lurigancho;Lima;2024-01-30;Plata
1343;ERASMO MALDONADO ZÚÑIGA;M;1992-07-08;San Martín de Porres;Lima;2024-01-30;Bronce
1344;Julia Padilla Vargas;F;1957-03-12;Los Olivos;Lima;2024-01-30;Bronce
1345;Sergio Zambrano Vargas;M;2005-06-04;José Leonardo Ortiz;Lambayeque;2024-01-30;Oro
1346;Javier Valenzuela Carranza;M;1980-11-05;La Esperanza;La Libertad;2024-01-30;Plata
1347;Gustavo Montes Suárez;M;1945-09-11;Pimentel;Lambayeque;2024-01-30;Bronce
1348;Virginia Villafuerte Salgado;F;1976-01-11;San Juan de Lurigancho;Lima;2024-01-30;Bronce
1349;Aarón Obando Vilca;M;1982-03-18;Paucarpata;Arequipa;2024-01-30;Bronce
1350;RODOLFO ZAMBRANO RODRÍGUEZ;M;1997-05-17;Santiago de Surco;Lima;2024-01-30;No afiliado
1351;celsa rivera ramírez;F;1961-06-18;Pariñas;Piura;2024-01-31;Bronce
1352;Edmundo Navarrete Sánchez;M;1982-01-04;San Juan de Lurigancho;Lima;2024-01-31;No afiliado
1353;Héctor Montes Velásquez;M;1963-06-01;La Esperanza;La Libertad;2024-01-31;No afiliado
1354;Celeste Serna Avendaño;F;1973-03-29;Ate;Lima;2024-01-31;Bronce
1355;Gloria Paredes Paz;F;1984-08-06;San Juan de Lurigancho;Lima;2024-01-31;Plata
1356;TATIANA YUPANQUI VALVERDE;F;1953-01-14;San Juan de Lurigancho;Lima;2024-01-31;Oro
1357;Heriberto Portilla Serna;M;1967-05-03;Reque;Lambayeque;2024-01-31;Bronce
1358;lorena vargas paredes;F;1991-12-20;Ate;Lima;2024-01-31;Bronce
1359;rosa ordóñez pizarro;F;1979-04-04;San Martín de Porres;Lima;2024-01-31;Plata
1360;PEDRO LLERENA BENITES;M;1990-02-01;Sullana;Piura;2024-01-31;Oro
1361;Sinforoso Chávez Cabello;M;1982-02-17;Paucarpata;Arequipa;2024-01-31;No afiliado
1362;Fátima Rivera García;F;1993-01-09;Cerro Colorado;Arequipa;2024-01-31;Bronce
1363;Blas Tejada Cruz;M;2000-09-25;Yurimaguas;Loreto;2024-01-31;No afiliado
1364;LUCAS GALLO PERALTA;M;1983-01-12;Yanahuara;Arequipa;2024-01-31;Plata
1365;Eugenio Matías Villalobos;M;1947-04-28;Los Olivos;Lima;2024-01-31;Bronce
1366;Marcial Llanos Montoya;M;2004-06-01;La Esperanza;La Libertad;2024-01-31;Bronce
1367;Raúl Cabello Mejía;M;1979-10-05;Punchana;Loreto;2024-01-31;No afiliado
1368;Consuelo Montes Escobar;F;1954-05-19;San Martín de Porres;Lima;2024-01-31;No afiliado
1369;Sofía Ordoñez Rodríguez;F;1962-11-22;Ate;Lima;2024-01-31;No afiliado
1370;Rubén Soto Dávila;M;1973-07-20;Chiclayo;Lambayeque;2024-01-31;Bronce
1371;Núria Portilla Rojas;F;1997-02-07;Trujillo;La Libertad;2024-01-31;No afiliado
1372;ADALBERTO ZEBALLOS HURTADO;M;2007-03-29;Los Olivos;Lima;2024-01-31;No afiliado
1373;BAUTISTA CAMPOS VEGA;M;1959-04-02;Pilcomayo;Junín;2024-01-31;Plata
1374;Rosa Paredes Dávila;F;1964-11-12;La Esperanza;La Libertad;2024-01-31;Bronce
1375;Marcos Manrique Vásquez;M;2002-08-22;Sullana;Piura;2024-01-31;No afiliado
1376;Leocadia Rocha Zambrano;F;2004-03-11;Cusco;Cusco;2024-01-31;Bronce
1377;Angustias Maldonado Villalobos;F;1979-04-12;José Leonardo Ortiz;Lambayeque;2024-01-31;Bronce
1378;Aarón Muñoz Merino;M;1993-12-24;Ate;Lima;2024-01-31;Bronce
1379;Emilia Portilla Valenzuela;F;2000-12-26;Sapallanga;Junín;2024-01-31;No afiliado
1380;Erasmo Riveros Galarza;M;1954-07-25;San Juan de Lurigancho;Lima;2024-01-31;No afiliado
1381;Marciano Matías Muñiz;M;1956-06-13;El Porvenir;La Libertad;2024-01-31;Bronce
1382;OSCAR FARRO DOMÍNGUEZ;M;1995-12-01;San Juan de Lurigancho;Lima;2024-01-31;Bronce
1383;Clodomiro Serna Conde;M;1990-04-14;Los Olivos;Lima;2024-01-31;No afiliado
1384;ARANTXA MENESES CAMPOS;F;1999-12-13;El Tambo;Junín;2024-01-31;Bronce
1385;Marcelina Valverde Arias;F;1996-10-15;Villa El Salvador;Lima;2024-01-31;No afiliado
1386;raúl gálvez pacheco;M;1986-11-27;Los Olivos;Lima;2024-01-31;Plata
1387;clodomiro guerrero cruz;M;1997-11-12;Santiago de Surco;Lima;2024-01-31;Bronce
1388;Tomás Valverde Soto;M;1993-06-05;Cerro Colorado;Arequipa;2024-01-31;Plata
1389;Raúl Benites Medina;M;1998-02-23;Chiclayo;Lambayeque;2024-01-31;Bronce
1390;Heriberto Callirgos Trejo;M;1993-06-23;Santiago;Cusco;2024-01-31;No afiliado
1391;Agustín Portilla Farro;M;1995-05-13;El Tambo;Junín;2024-01-31;No afiliado
1392;SORAYA SIERRA MALDONADO;F;1999-01-16;José Leonardo Ortiz;Lambayeque;2024-01-31;Plata
1393;TEOFILA PALACIOS ROCHA;F;1947-02-10;Cerro Colorado;Arequipa;2024-01-31;Oro
1394;estela domínguez delgado;F;1984-12-13;San Juan de Lurigancho;Lima;2024-01-31;Bronce
1395;ENCARNACIÓN FIGUEROA VALLE;F;2004-10-21;Iquitos;Loreto;2024-01-31;No afiliado
1396;Rafael Quijano Chávez;M;2000-07-06;Huancayo;Junín;2024-02-01;Bronce
1397;Gabriela Santos Lozano;F;1942-04-14;Pueblo Libre;Lima;2024-02-01;No afiliado
1398;Eugenio Trejo Requejo;M;1983-01-15;José Leonardo Ortiz;Lambayeque;2024-02-01;No afiliado
1399;Ursula Sanabria Domínguez;F;1975-01-12;Los Olivos;Lima;2024-02-01;No afiliado
1400;Gisela Gallo Zavala;F;2004-12-13;Santiago de Surco;Lima;2024-02-01;No afiliado
1401;Felicidad Montero Padilla;F;1988-07-13;Socabaya;Arequipa;2024-02-01;Plata
1402;Dorotea Ugarte Montes;F;1976-11-11;Jesús María;Lima;2024-02-01;Plata
1403;Luz Machuca Rojas;F;1945-08-17;El Porvenir;La Libertad;2024-02-01;Bronce
1404;RAFAELA VILCHEZ FARRO;F;1992-03-14;Cayma;Arequipa;2024-02-01;No afiliado
1405;Edmundo Delgado Gallo;M;1998-11-23;Pariñas;Piura;2024-02-01;No afiliado
1406;ROBERTO CAMPOS CHÁVEZ;M;2000-03-05;Sullana;Piura;2024-02-01;Plata
1407;fidela garcía riveros;F;1999-07-13;Veintiséis de Octubre;Piura;2024-02-01;Bronce
1408;Lucas Vidal Callirgos;M;1992-03-03;San Juan Bautista;Loreto;2024-02-01;No afiliado
1409;Raúl Calle Valverde;M;1933-03-05;Yurimaguas;Loreto;2024-02-01;Bronce
1410;angela zapata escobar;F;1977-08-13;Chiclayo;Lambayeque;2024-02-01;No afiliado
1411;Blanca Santos Rocha;F;2003-06-09;José Luis Bustamante y Rivero;Arequipa;2024-02-01;Plata
1412;Bartolomé Vásquez Vilca;M;1958-08-23;Veintiséis de Octubre;Piura;2024-02-01;Bronce
1413;Elsa Benites Pérez;F;2003-03-03;Comas;Lima;2024-02-01;Bronce
1414;JAVIER PALACIOS ZAPATA;M;1945-11-03;Santiago de Surco;Lima;2024-02-01;Bronce
1415;Ricardo Santos Ponce;M;2003-10-14;San Juan de Lurigancho;Lima;2024-02-01;Oro
1416;Artemio Martínez Paredes;M;2006-09-11;Yurimaguas;Loreto;2024-02-01;Bronce
1417;Prudencia Sánchez Hernández;F;1961-02-10;Ate;Lima;2024-02-01;Bronce
1418;teofila ugarte figueroa;F;1982-12-31;Comas;Lima;2024-02-01;No afiliado
1419;FELIPE NIETO ROSALES;M;2004-08-24;Trujillo;La Libertad;2024-02-01;Plata
1420;DAMIÁN VALVERDE AGUIRRE;M;1980-04-13;Wanchaq;Cusco;2024-02-01;Bronce
1421;Damián Solano Velásquez;M;1996-10-02;Santiago de Surco;Lima;2024-02-01;Plata
1422;Isidoro Vilchez Cruz;M;1977-10-15;San Martín de Porres;Lima;2024-02-01;Bronce
1423;ventura paredes soto;M;1993-12-12;Catacaos;Piura;2024-02-01;Bronce
1424;Mar Medina Rivera;F;1982-07-09;San Martín de Porres;Lima;2024-02-01;Bronce
1425;Nepomuceno Zambrano Ramírez;M;1986-01-18;Pariñas;Piura;2024-02-01;No afiliado
